Latitude,Longitude,label
0.4291646952483177,0.717036546889176,8
0.7216582597368983,0.5698915588940352,9
0.3863105473650279,0.6730714136528206,8
0.6215930740493363,0.828749184427501,3
0.7689952124606663,0.5797033811371222,9
0.6389022226142771,0.5914799706486278,2
0.46737794295049895,0.7861933974208455,7
0.5633761832806172,0.5506819387428763,2
0.5133802502259783,0.7225630324325181,7
0.6076360049536618,0.767143657202638,5
0.45953618493030035,0.5438144949180383,10
0.692664949002797,0.8014984353946417,0
0.6165718285559123,0.5021662344671469,2
0.567925433988897,0.7448380961534511,7
0.7500249172004345,0.6710937081239337,0
0.5761521197950259,0.5210265215856396,2
0.7553864113617834,0.5862898798774907,9
0.6011323292369823,0.724647940691014,5
0.6144432695491204,0.6323778119922849,5
0.3587217648022545,0.6663573806306857,8
0.4928725350587868,0.8331565104402472,7
0.7649282671032296,0.6719457849919834,0
0.6434995892958,0.6448604608608406,5
0.5699577610492028,0.894934855858537,3
0.4141605309254004,0.7721618539418245,7
0.523781319775324,0.6894956111572128,5
0.39874050711944875,0.5580872445386618,10
0.3540212924637842,0.6656559420809458,8
0.7159015272238989,0.5736575168520801,9
0.6095377315151609,0.6343453517450968,5
0.7512381270972099,0.6360855477782223,9
0.5825274862497167,0.5023113278166988,2
0.5578772149099933,0.7285839443580855,5
0.41205488428681747,0.24338808681942226,1
0.8958277723106391,0.32468194983281506,4
0.6272993993522675,0.8539871097959235,3
0.3624095104657954,0.6677205187872772,8
0.39861219785746727,0.5577721054800904,10
0.5522717040271985,0.6370605381207355,5
0.43120733287432245,0.6126515855838193,8
0.6094288977661648,0.7465745955407286,5
0.5838334912377405,0.5558627878993931,2
0.6381197652398711,0.7084270587082742,5
0.5934669964520225,0.7371601627263473,5
0.6276648516252337,0.6382545547297624,5
0.7076255798261215,0.5787718263833241,9
0.6235348972552188,0.8701312863773012,3
0.7263862269172208,0.6388108999299504,0
0.42549757071616057,0.7183580977799764,8
0.6791878940211333,0.6658259877899724,0
0.6472045192355083,0.6429687023479218,5
0.6860352552609683,0.8803386497261698,3
0.6562331379290285,0.7167971890704905,0
0.7233056590112668,0.6746997861490343,0
0.65883483733937,0.8477915313540265,3
0.8117141773715133,0.634875820424341,9
0.5298737184826123,0.5934475104014325,10
0.6015791204170995,0.5264753775661646,2
0.7286064353968627,0.7088096615535875,0
0.5429486614021712,0.889449033419524,3
0.6828848046319678,0.8680870412231414,3
0.5521170455417703,0.6516012945653742,5
0.6875784032599768,0.662040622441225,0
0.3675773951157666,0.31459934828133385,1
0.7394268012844663,0.8375259458330433,0
0.5104577776606689,0.6430296970044225,5
0.615333415054117,0.7172897671297918,5
0.4022174589954517,0.6612319811618903,8
0.5933959681105705,0.7377266737026105,5
0.36819602905746507,0.668496814415434,8
0.5884411684849553,0.8481556509700923,3
0.5977665023468006,0.7564233842423036,5
0.5281873681822873,0.5766776765102151,10
0.680372463457644,0.8763508930172179,3
0.5641403107604503,0.5507743548890929,2
0.757376350540909,0.582423188320071,9
0.5066646351033555,0.6520716927495798,5
0.7258008159094373,0.5311239097205132,9
0.7329952995276585,0.6252331197288115,9
0.3558840679993267,0.6656651836955731,8
0.7223078253756796,0.695472163332596,0
0.6725559090424795,0.4933303267280422,9
0.5974961364019151,0.6177982407662341,5
0.6919363356936898,0.8043235969842755,0
0.7221314001404551,0.7047720001256863,0
0.5349900503041027,0.5148780753783058,2
0.5978180551752743,0.9217475523583616,3
0.755153850824442,0.5860486737358812,9
0.6762711495478868,0.8218401533368649,3
0.7627424271759082,0.5762137474562437,9
0.6383443064483458,0.7028026120499575,5
0.5772794083110071,0.6703442131781685,5
0.5891571799915454,0.7973785235966133,3
0.7473155296594882,0.6069910966284695,9
0.5146690709378419,0.904897316419941,3
0.420777622864712,0.682635560624071,8
0.5642686200224389,0.5962070565272555,2
0.5932229797305766,0.5975942228818667,2
0.6596379158451668,0.7081673693374242,0
0.7775816224477126,0.7461550262369414,0
0.7609231851399585,0.5425271380013328,9
0.6170438233410565,0.8813820280168727,3
0.7627756501098162,0.5764993133480303,9
0.5159934058204243,0.5805656237812613,10
0.30547342108006603,0.4760050717980988,1
0.6436359178866553,0.6444501331716666,5
0.7712646825319638,0.6454057161234701,0
0.3728632784620345,0.6695753108417009,8
0.5268458490235304,0.6546362408069015,5
0.6161261829942148,0.820576824618179,3
0.5954890129466364,0.6771136958880319,5
0.4543556984778192,0.7410693657110201,7
0.5698134131294736,0.894783293378751,3
0.5388095420848629,0.6144324447212739,5
0.3499142504619712,0.6639739682199277,8
0.6192628862022929,0.5299298931114791,2
0.6311601333958095,0.652268539141005,5
0.7631067338304547,0.5581242109971498,9
0.7444125326071571,0.5866419853945501,9
0.6588875357862563,0.5837456633723406,2
0.8116832456744305,0.6350874533991586,9
0.6724287453989106,0.7776606146412988,0
0.7454642103080573,0.7542238799625096,0
0.5942941329444338,0.6791440786202614,5
0.84848394587641,0.3026074291491625,4
0.41058161901085555,0.5669231522777807,10
0.5699566154307973,0.8949052826917452,3
0.5770743426155107,0.847773972286241,3
0.558337753511033,0.6085159630409365,5
0.661303645014101,0.671595527797848,5
0.5944568107587358,0.6968288323589604,5
0.4529431509776174,0.7992009699998661,7
0.5266430745648734,0.7515465842068139,7
0.6003899685069527,0.8842718809088552,3
0.4446832422375806,0.7139424543140791,8
0.3304994552584475,0.6204228593185945,8
0.6803232018659813,0.8424045941914571,3
0.5697332198407352,0.8947638859880414,3
0.5742412282862404,0.8241764335130455,3
0.534994632777746,0.6562830965323556,5
0.5726946434320013,0.5477172287724699,2
0.6776871339033192,0.8445005923874973,3
0.6598922431323047,0.6911359977524398,5
0.3781972777815312,0.6709634013577741,8
0.40676556408531894,0.6808371424188238,8
0.5950536779506308,0.6545613837284705,5
0.5482356903668446,0.6226556334110214,5
0.6820244452056485,0.8921235566908337,3
0.5304339258853616,0.6411721324655986,5
0.5016262053337712,0.8303424387881648,7
0.5810141243293856,0.923849095523174,3
0.577381368349549,0.5464224785640681,2
0.46533186846925645,0.5242832665780668,10
0.5770365372079738,0.6839709739367947,5
0.42945797356141924,0.618016342871293,8
0.5241731212717227,0.5794252085370317,10
0.5643556870216386,0.9143662747605958,3
0.5697492584984829,0.8947324644983325,3
0.30441143281349525,0.465750576214667,1
0.6394658668722712,0.5930741491707465,2
0.5551323131983281,0.8986250325766889,3
0.5682691195120597,0.8980363417253301,3
0.5841829048529519,0.832589999463984,3
0.5753547693812848,0.7707109204463265,7
0.6594271220576218,0.6773733852588819,5
0.6453749666338666,0.887660780990366,3
0.6380934160164315,0.700059700830451,5
0.6035782245435044,0.6985921324286366,5
0.5580089610272054,0.6599871356724449,5
0.6665299562030071,0.7629461158417854,0
0.6078147214257044,0.6681548746744639,5
0.4148788336688085,0.6680458236219309,8
0.6124945726327766,0.8878280542149994,3
0.3679554491912569,0.5548702384891016,10
0.747580167512325,0.6064523104960671,9
0.47016294130654046,0.7693690380033615,7
0.6176956802166629,0.8117510826551495,3
0.8482238904972093,0.30220449475168465,4
0.5967503388166477,0.7349366302485407,5
0.7247709049583477,0.6398450366060331,0
0.7551630157717284,0.586076398579749,9
0.6799348372248133,0.8628932538061562,3
0.6320800649794762,0.8152527304350343,3
