Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
0.8316831683168378,0.44513203520938927,0.7162790697674418,0.3299646026778844,0.7042119686752555,1.0
0.8359603960396109,0.447052547345959,0.7079559363525091,0.34145590724875585,0.7083084718614696,1.0
0.8388118811881249,0.44065084022405987,0.7009383924928604,0.35096359376870356,0.704688977515219,1.0
0.8370297029703035,0.4294478527607364,0.604345165238678,0.3561791412301851,0.6943829906187928,1.0
0.8445148514851555,0.4374499866631103,0.5980416156670746,0.3605396809110962,0.7053838370849905,1.0
0.8459405940594129,0.44385169378500944,0.696042431660547,0.3718257836146308,0.7115244845991402,1.0
0.8388118811881249,0.447052547345959,0.6564667482660135,0.38003385830811054,0.7099837834187634,1.0
0.8445148514851555,0.447052547345959,0.6230110159118727,0.3790078489714256,0.7133376336113604,1.0
0.8445148514851555,0.45345425446785814,0.5826193390452876,0.3853691068588724,0.7186403972827096,1.0
0.8402376237623823,0.4577220592157909,0.624235006119951,0.3913199610116451,0.719650168285364,1.0
0.8423762376237693,0.46359029074419844,0.5893512851897185,0.39773251936592613,0.7257710893796392,1.0
0.8316831683168378,0.4758602293945051,0.589718482252142,0.4067101010619196,0.729582783336181,1.0
0.8316831683168378,0.4801280341424383,0.5817013463892289,0.41491817575539935,0.7331068445872355,1.0
0.8316831683168378,0.49079754601226977,0.5740514075887393,0.4285983002445318,0.7419173573555846,1.0
0.8316831683168378,0.4986929847959458,0.5679314565483475,0.43584876622377255,0.7484374675914349,1.0
0.8316831683168378,0.5110696185649508,0.5679314565483475,0.4446724465192633,0.7586587471944992,1.0
0.8316831683168378,0.5198719658575621,0.5569155446756425,0.4641666239162776,0.7659286125183069,1.0
0.807920792079214,0.5110696185649508,0.5556915544675642,0.4754527266198122,0.7444306369190357,1.0
0.8174257425742635,0.5202453987730062,0.5605875152998776,0.4822243882419329,0.7576632728916093,1.0
0.8198019801980259,0.5281408375566818,0.5679314565483475,0.48519981531831935,0.7655915684988277,1.0
0.8174257425742635,0.5334755934915978,0.5789473684210525,0.4937156928128045,0.7685507484403278,1.0
0.807920792079214,0.5398773006134969,0.5679314565483475,0.5031549787103062,0.7680791049254476,1.0
0.807920792079214,0.5479861296345692,0.6100367197062423,0.510542245934438,0.7747363783366339,1.0
0.807920792079214,0.5537476660442784,0.6489596083231334,0.5148514851485148,0.7794667245308426,1.0
0.807920792079214,0.5580154707922111,0.6531211750305997,0.5220335505053095,0.7829707801491841,1.0
0.807920792079214,0.5590824219791943,0.6416768665850673,0.535987277484225,0.7838468067502777,1.0
0.8138613861386199,0.5646839157108561,0.6103631170950636,0.5472733801877596,0.792063311489914,1.0
0.807920792079214,0.5644171779141107,0.6319869441044468,0.5493253988611296,0.7882270159365303,1.0
0.807920792079214,0.5667644705254733,0.6134638922888617,0.5448109577797158,0.7901543482029818,1.0
0.807920792079214,0.5761536409709258,0.6389228886168911,0.5517194206467275,0.797863923096783,1.0
0.807920792079214,0.5788210189383833,0.6370869033047735,0.5659980505822603,0.8000542149819889,1.0
0.807920792079214,0.5868231528407577,0.6184647665675814,0.5651552571985542,0.8066252811212888,1.0
0.807920792079214,0.5868231528407577,0.5977152182782532,0.5698455855948289,0.8066252811212888,1.0
0.807920792079214,0.5804214457188586,0.6266829865361077,0.5796952752270045,0.8013684053515355,1.0
0.807920792079214,0.5868231528407577,0.6254589963280294,0.5844149181757553,0.8066252811212888,1.0
0.8118811881188259,0.5903796567973649,0.6138310893512852,0.5867747396501307,0.8119783666237446,1.0
0.8237623762376378,0.5974926647105896,0.6164830681354553,0.5883137536551583,0.8251541547964689,1.0
0.807920792079214,0.5974926647105896,0.5913912688698494,0.5970348330169805,0.8153871471279883,1.0
0.807920792079214,0.5998933048813018,0.5917992656058751,0.6067819217154876,0.8173586369902934,1.0
0.807920792079214,0.6070952253934383,0.5789473684210525,0.6088339403888575,0.8232732608952542,1.0
0.807920792079214,0.614208233306663,0.5756833945328432,0.6125959746233723,0.8291150919704493,1.0
0.807920792079214,0.6086194413748411,0.587690155621612,0.6185077427061713,0.8245250628302254,1.0
0.801980198019808,0.6070952253934383,0.5679314565483475,0.6142204894064535,0.8196075550992763,1.0
0.7936633663366397,0.6092291277674047,0.5806609547123622,0.6160160057456522,0.8162299095186349,1.0
0.807920792079214,0.6271539077087227,0.5752753977968176,0.62299286923511,0.8397478040364321,1.0
0.7900990099009961,0.6295012003200853,0.5556915544675642,0.6442312625044887,0.8306090599355036,1.0
0.7841584158415902,0.6271539077087227,0.5556915544675642,0.6439747601703175,0.8250138103352898,1.0
0.7841584158415902,0.6295012003200853,0.5556915544675642,0.6385882111527214,0.8269300264339319,1.0
0.7841584158415902,0.6295012003200853,0.5556915544675642,0.6398707228235777,0.8269300264339319,1.0
0.7841584158415902,0.6295012003200853,0.5446756425948592,0.6422818447647872,0.8269300264339319,1.0
0.7841584158415902,0.6295012003200853,0.5373317013463892,0.6442312625044887,0.8269300264339319,1.0
0.7841584158415902,0.6321685782875432,0.5437576499388005,0.6437182578361463,0.8291075742201812,1.0
0.7710891089108971,0.6428380901573756,0.556609547123623,0.6483352998512285,0.8297049090484014,1.0
0.758019801980204,0.6487063216857831,0.5578947368421052,0.6488483045195711,0.8263744398381339,1.0
0.758019801980204,0.6508402240597491,0.5527539779681763,0.6628020314984865,0.8281049475450546,1.0
0.758019801980204,0.6508402240597491,0.5527539779681763,0.6679320781819112,0.8281049475450546,1.0
0.758019801980204,0.6508402240597491,0.556609547123623,0.6703945005899553,0.8281049475450546,1.0
0.758019801980204,0.6532408642304617,0.556609547123623,0.6714205099266403,0.8300517924008695,1.0
0.758019801980204,0.6693340446341214,0.5599755201958384,0.6784315737273175,0.8431035110842244,1.0
0.7532673267326793,0.6711122966124301,0.5679314565483475,0.6802441902221309,0.8415820146642758,1.0
0.758019801980204,0.6639992886992059,0.5679314565483475,0.6755245472733801,0.8387768496147197,1.0
0.754059405940593,0.6769805281408376,0.5679314565483475,0.6821936079618324,0.8468304041429651,1.0
0.758019801980204,0.6828487596692452,0.5771113831089351,0.6937362129995382,0.8540649411807753,1.0
0.7421782178217811,0.6828487596692452,0.582211342309262,0.694505720002052,0.844159305834296,1.0
0.7520792079207972,0.6828487596692452,0.5771113831089351,0.6934797106653671,0.8503461715014624,1.0
0.7342574257425794,0.6828487596692452,0.5725214198286414,0.7022007900271893,0.8392197732655076,1.0
0.7382178217821913,0.6864052636258529,0.5709914320685434,0.6957027308948543,0.8445584415433949,1.0
0.7342574257425794,0.704187783408909,0.5679314565483475,0.6939927153337094,0.8564230296794055,1.0
0.7342574257425794,0.704187783408909,0.5716034271725826,0.7075360385779511,0.8564230296794055,1.0
0.7342574257425794,0.701520405441451,0.5725214198286414,0.711691376391525,0.8542725155398903,1.0
0.7342574257425794,0.6952965235173858,0.5709914320685434,0.7059628242617041,0.849254768204708,1.0
0.7342574257425794,0.6999199786609762,0.5618115055079559,0.7104088647206689,0.8529822217431695,1.0
0.7342574257425794,0.6881835156041611,0.5679314565483475,0.7142563997332375,0.8435204037964885,1.0
0.7342574257425794,0.6935182715390775,0.5752753977968176,0.7063048273739291,0.8478211567056371,1.0
